NER_DATA,TAG
ಬೆಂಗ್ಲೂರ್,B-LOC
ಡ್,O
ಮೇರ್,O
ಪಾತೆರ್ದ್,O
ಪೊಸ,O
ಪದುಕೆರೆನ,O
ಪಟ್ಟಿಡ್,O
ಮತ,O
ಸಮುದಾಯಗ್,O
ಸೇರಿನ,O
ಪ್ರತಿ,O
ಭಾಗದ,O
ಜವನೆರ್,B-COM
ಬೊಕ್ಕ,O
ಹಿರಿಯೆರ್,O
ಉಲ್ಲೆರ್.,O
*,O
117,B-NUM
ಒಡಿಪು,B-LOC
ನಂದಳಿಕೆ,O
ಇಂಚರ,O
ಸೇವಾ,O
ಬಳಗ,O
(ರಿ.),O
*,O
ದಕುಲು,O
ಒಂಜಿ,O
ಬಡಪತ್ತ್,O
ದ,O
ಕುಟುಂಬಗ್,B-FAM
ಪನವುದ,O
ಸಕಾಯನ್,O
ಮಲ್ತೆರ್.,O
*,O
ಕಾರ್ಲ,B-LOC
ತಾಲೂಕ್,B-GPE
ದ,O
ಪಡ್ಡೆದ್ರದ,O
ಸುರೇಖಾ,B-PER
ಬೊಕ್ಕ,O
ಪ್ರಶಾಂತ್,B-PER
ದಂಪತಿಲೆನ,O
8,B-NUM
ತಿಂಗೊಲ್ದ,O
ಬಾಲೆ,O
ದ್ರುವಿ,B-PER
ಪೂಜಾರಿ,I-PER
ಲಿವರ್,B-MED
ದ,O
ಸಮಸ್ಯೆರ್ದ್,O
ನರಲೊಂದು,O
ಉಂಡು.,O
*,O
ಈ,O
ಬಾಲೆದ,O
ಚಿಕಿತ್ಸೆಗ್,B-MED
30,B-NUM
ಲಕ್ಷ,O
ರೂ.,O
*,O
ದ,O
ಅವಶ್ಯಕತೆ,O
ಉಂಡು,O
ಪಂದ್,O
ಬೆಂಗ್ಲೂರ್,B-LOC
ಕೆ.ಎಂ.ಸಿ,B-MED
ಆಸ್ಪತ್ರೆದ,I-MED
ವೈದ್ಯೆರ್,I-MED
ತೆರಿಪಾದೆರ್.,O
*,O
ಅಂಚಾದ್,O
ಆಸ್ಪತ್ರೆದ,B-MED
ಚಿಕಿತ್ಸೆಗ್,I-MED
Read,O
more…118,O
ಮಣಿಪಾಲ,B-LOC
ರೇಡಿಯೊ,O
ಮಣಿಪಾಲ್,O
90.4,B-NUM
Mhz,O
ಡ್,O
ಯೋಗ,O
ಸುಯೋಗ,O
ಸರಣಿ,O
ಲೇಸ್,B-FUN
ದ,O
39ನೇ,B-NUM
ಸಂಚಿಕೆ,O
ಡಿ.25,B-DATE
ಕ್ಕ್,O
ಸೋಮಾರ,O
ಬಯ್ಯಗ್,O
4.15,B-NUM
ಕ್ಕ್,O
ಪ್ರಸಾರ,O
ಆಪುಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಒಡಿಪು,B-LOC
ಚಿಟ್ಪಾಡಿದ,O
ಶ್ರೀ,O
ಗುರುಕೃಪಾ,O
ಯೋಗ,O
ವಿದ್ಯಾ,O
ಪ್ರತಿಷ್ಠಾನಡ್,O
ಯೋಗ,O
ಶಿಕ್ಷಕೆರ್,B-ROL
ಆರ್,B-PER
ಶಿವಕುಮಾರ್,I-PER
ಪಾಲ್,I-PER
ಪಡೆಯೆರೆ,O
ಉಲ್ಲೆರ್.,O
*,O
ಡಿ.26,B-DATE
ಕ್ಕ್,O
ಮಧ್ಯಾಹ್ನ,O
12.15,B-NUM
ಕ್ಕ್,O
ಕುಡೊರ,O
ಪ್ರಸಾರ,O
ಆಪುಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ನ್,O
ರೇಡಿಯೊ,O
Read,O
more…119,O
ಮೂಗಜ್ಜನ,B-FAM
ಕೋಳಿ,O
ಪಿಕ್ಚರ್,O
ಡ್,O
ಮೂಗನ,O
ಪಾತ್ರಡ್,O
ಅಭಿನಯ,B-ENT
ಮಲ್ತಿನ,O
ಪಡೀಲ್,B-LOC
ಕುಡ್ಲ,I-LOC
ಕರ್ನಾಟಕ,I-LOC
ಅಂತರಾಷ್ಟ್ರೀಯ,I-LOC
ಚಲನಚಿತ್ರ,B-ENT
ಅಕಾಡೆಮಿದ,O
ಮುತಾಲಿಕೆಡ್,O
ಹುಬ್ಬಳ್ಳಿಡ್,B-LOC
ನಡತಿನ,O
ಕರ್ನಾಟಕ,B-LOC
ಅಂತರಾಷ್ಟ್ರೀಯ,I-LOC
ಚಲನಚಿತ್ರೋತ್ಸವಡ್,B-ENT
ತುಳುನಾಡ,B-LOC
ಅದ್ಭುತ,O
ಕಲಾವಿದೆ,B-ROL
ಕುಸಲ್ದರಸೆ,O
ನವೀನ್,B-PER
ಡಿ,I-PER
ಪಡೀಲ್,I-PER
ಮೆರೆಗ್,O
ಅತ್ಯುತ್ತಮ,O
ನಟ,O
ಪ್ರಶಸ್ತಿ,O
ತಿಕ್,O
ದ್ಂಡ್.,O
*,O
ರಾಷ್ಟ್ರಪ್ರಶಸ್ತಿ,O
ಗೆಂದಿನ,O
ಪಿಕ್ಚರ್,O
‘ಜೀಟಿಗೆ,O
ದ,O
ಬೊಕ್ಕ,O
ಸಂತೋಷ್,B-PER
ಮಾಡ,I-PER
ಮೇರ್,O
ನಿರ್ದೇಶನ,O
ಮಲ್ತಿನ,O
ಸುರುತ್ತ,O
ಅರೆಭಾಷೆ,O
ಪಿಕ್ಚರ್,B-ENT
ಮೂಗಜ್ಜನ,O
ಕೋಳಿ,O
ಈ,O
Read,O
more…120,O
ಮಣಿಪಾಲ,B-LOC
ರೇಡಿಯೊ,O
ಮಣಿಪಾಲ್,O
90.4,B-NUM
Mhz,O
ಡ್,O
ಕ್ರಿಸ್ಮಸ್,B-FUN
ಇಸೇಸ,I-FUN
ಲೇಸ್,B-FUN
ಡಿ.25,B-DATE
ಸೋಮಾರ,O
ಮಧ್ಯಾಹ್ನ,O
12.15,B-NUM
ಕ್ಕ್,O
ಪ್ರಸಾರ,O
ಆಪುಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಒಡಿಪು,B-LOC
ಶೋಕಮಾತಾ,O
ಇಗರ್ಜಿದ,O
ಪ್ಯಾರಿಷ್,O
ಪ್ರಿಸ್ಟ್,O
ರೆ,O
|ಫಾ|,O
ಚಾರ್ಲ್ಸ್,O
ಮಿನೇಜಸ್,O
ಎಡ್ಡೆ,O
ಸಂದೇಶ,O
ಕೊರಿಯೆರೆ,O
ಉಲ್ಲೆರ್.,O
*,O
ಡಿ.25,B-DATE
ಕ್ಕ್,O
ಬಯ್ಯಗ್,O
6.55,B-NUM
ಕ್ಕ್,O
ಕುಡೊರ,O
ಪ್ರಸಾರ,O
ಆಪುಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ನ್,O
ರೇಡಿಯೊ,O
ಮಾತ್ರ,O
ಅತ್ತಂದೆ,O
ಆಂಡ್ರಾಯ್ಡ್,O
ಫೋನ್,O
ಬೊಕ್ಕ,O
ಐಫೋನ್,O
Read,O
more…121,O
ಪ್ರಪಂಚದ,O
ಮಾತ,O
ಕಡೆರ್ದ್ಲಾ,O
ಪ್ರತಿ,O
ದಿನೊಲ,O
ಸಾರರ್ದ್,O
ಎಚ್ಚ,O
ಭಕ್ತೆರ್,O
ಬರ್ಪುನ,O
ಪುಣ್ಯಕ್ಷೇತ್ರ,O
ಕುಕ್ಕೆ,B-LOC
ಸುಬ್ರಹ್ಮಣ್ಯಗ್,I-LOC
ಭಕ್ತೆರೆನ,O
ಅನುಕೂಲಗಾದ್,O
ಸರಿಯಾಯಿನ,O
24×7,B-NUM
ಆಸ್ಪತ್ರೆ,B-MED
ಸೇವೆಗಾದ್,O
ವಿಧಾನಸಭೆ,O
ಮಾಜಿ,O
ಸ್ಪೀಕರ್,O
ರಮೇಶ್,B-PER
ಕುಮಾರ್,I-PER
ಗ್,O
ರವಿ,B-PER
ಕಕ್ಕೆಪದವು,I-PER
ಸಮಾಜ,O
ಸೇವಾ,O
ಟ್ರಸ್ಟ್,B-ORG
ದ,O
ಸಂಸ್ಥಾಪಕೆರ್,B-ROL
ಡಾ|ರವಿ,B-PER
ಕಕ್ಕೆಪದವು,I-PER
ಮೇರ್,O
ಬಿನ್ನಾಪು,O
ಸಂದಾಯೆರ್.,O
*,O
ಐತಾರ,O
ಕುಕ್ಕೆ,B-LOC
ಸುಬ್ರಹ್ಮಣ್ಯಗ್,I-LOC
ಬತ್ತಿನ,O
ವಿಧಾನಸಭೆ,B-POL
ಮಾಜಿ,O
ಸ್ಪೀಕರ್,O
ರಮೇಶ್,B-PER
ಕುಮಾರ್,I-PER
ಮೆರೆಗ್,O
ಮುಲ್ಪದ,O
ಇತ್ತೆದ,O
ಆಸ್ಪತ್ರೆದ,B-MED
ಪರಿಸ್ಥಿತಿನ್,O
Read,O
more…122,O
ಕಾರ್ಲ,B-LOC
ತಾಲೂಕ್,B-GPE
ದ,O
ಮುಂಡ್ಕೂರುದ,B-LOC
ಮುಲ್ಲಡ್ಕ,I-LOC
ನಾನಿಲ್ತಾರು,O
ಕುಲಾಲ,O
ಸಂಘ,B-ORG
(ರಿ.),I-ORG
*,O
ದ,O
ಮುತಾಲಿಕೆಡ್,O
ಸಹಕಾರಿ,B-ORG
ಸಂಸ್ಥೆ,I-ORG
ಆಯಿನ,O
ಕುಂಭ,O
ನಿಧಿ,O
ಕ್ರೆಡಿಟ್,O
ಕೋ,O
ಆಪರೇಟಿವ್,O
ಸೊಸೈಟಿ,O
ಸ್ಥಾಪನೆದ,O
ಪಾಲ್,O
ಬಂಡವಾಳ,O
ಸಂಗ್ರಹಣೆ,O
ಬೊಕ್ಕ,O
ಬಿನ್ನಾಪು,O
ಪತ್ರ,O
ಬುಡುಗಡೆ,O
ಲೇಸ್,B-FUN
ಡಿ.24,B-DATE
ನಾನಿಲ್ತಾರು,B-LOC
ಕುಲಾಲ,O
ಭವನಡ್,O
ನಡತ್ಂಡ್.,O
*,O
ಸಂಘದ,O
ಮಾಜಿ,O
ಗುರ್ಕಾರೆ,B-ROL
ಮಂಜಪ್ಪ,B-PER
ಮೂಲ್ಯ,I-PER
ಉದಿಪನ,O
ಮಲ್ತ್,O
ದ್,O
ಪಾತೆರ್ದ್,O
ಸಂಘ,B-ORG
ಸುಮಾರ್,O
36,B-NUM
ವರ್ಷೊದಿಂಚ,O
ಏಪಲ,O
ಸಮಾಜಮುಖಿ,O
ಲೇಸ್,B-FUN
Read,O
more…123,O
ಕುಡ್ಲ,B-LOC
“ಎನ್ನ,O
ಆದಾಯದ,O
ಒಂಜಿ,O
ಭಾಗನ್,O
ಸಮಾಜಗ್,B-ACD
ಮೀಸಲ್,O
ದೀದ್,O
ಅಶಕ್ತೆರ್,O
ಬೊಕ್ಕ,O
ಆರ್ಥಿಕವಾದ್,O
ಕಷ್ಟ,O
ಇಪ್ಪುನಕ್ಲೆಗ್,O
ಶಿಕ್ಷಣ,B-ORG
ಅರೋಗ್ಯ,B-MED
ಕೊರ್ಪಿನ,O
ಉದ್ದೇಶಡ್,O
ಎಂ.ಆರ್.ಜಿ.,O
*,O
ಗ್ರೂಪ್,B-ORG
ಮುಖೆನ,O
ಪ್ರತಿವರ್ಷ,O
ನೆರವು,O
ಪಟ್ಟುನ,O
ಕಾರ್ಯಕ್ರಮಗ್,B-FUN
ಚಾಲನೆ,O
ಕೊರ್ತೆ,O
ಉಲ್ಲ.,O
*,O
ಸುರುಟ್ಟು,O
1,B-NUM
ಕೋಟಿ,O
25,B-NUM
ಲಕ್ಷ,O
ರೂ.,O
*,O
ನೆರವು,O
ಕೊರ್ದು,O
ಇತ್ತ.,O
*,O
ಈ,O
ಸರ್ತಿ,O
4,B-NUM
ಕೋಟಿ,O
ರೂ.,O
*,O
ನೆರವು,O
ಕೊರಿಯೆರೆ,O
ಎದುರು,O
ಬೈದ.,O
*,O
ಒಡಿಪು,B-LOC
ಬೊಕ್ಕ,O
ದಕ್ಷಿಣ,B-LOC
ಕನ್ನಡ,I-LOC
ಜಿಲ್ಲೆದ,B-GPE
Read,O
more…124,O
ಕುಕ್ಕೆ,B-LOC
ಸುಬ್ರಹ್ಮಣ್ಯಗ್,I-LOC
ದೂರದ,O
ಹಾವೇರಿ,B-LOC
ಜಿಲ್ಲೆದ,B-GPE
ಹಳ್ಳಿ,O
ಒಂಜೆರ್ದ್,O
ಶಾಲೆದ,B-ORG
ಪ್ರವಾಸದ,O
ಬಸ್,O
ಡಿ.19,B-DATE
ಅಂಗಾರೆ,O
ರಾತ್ರೆ,O
ತಡವಾದ್,O
ಬತ್ತಿನೆರ್ದಾವರ,O
ಕುಕ್ಕೆ,B-LOC
ದೇವಲ್ಯದ,O
ವನಸ್,O
ವ್ಯವಸ್ಥೆ,O
ಬೊಕ್ಕ,O
ಹೋಟೆಲ್,O
ಮುಚ್ಚಿದ್,O
ಇತ್ತ್ಂಡ್.,O
*,O
ಈ,O
ಪೊರ್ತುಡು,O
ಆಕಸ್ಮಿಕವಾದ್,O
ಭೇಟಿ,O
ಕೊರ್ನ,O
ಡಾ|,B-PER
ರವಿ,I-PER
ಕಕ್ಕೆಪದವು,B-LOC
ಸಮಾಜ,O
ಸೇವಾ,B-ORG
ಟ್ರಸ್ಟ್,I-ORG
ದ,O
ಗುರ್ಕಾರೆ,B-ROL
ಡಾ|ರವಿ,B-PER
ಕಕ್ಕೆಪದವು,I-PER
ಮೇರ್,B-COM
ಬಡವುಡು,O
ಕಂಗಾಲಾಯಿನ,O
ಜೋಕ್ಲೆನ್,O
ತೂದು,O
ಅಕ್ಲೆಡ,O
ಪಾತೆರ್ದ್,O
ಅಕ್ಲೆನ್,O
ವನಸ್,O
ಗ್,O
ತನ್ನ,O
ಇಲ್ಲಡೆ,O
Read,O
more…125,O
ಕಲ್ಪಾರ್ಥಿಲೆನ,O
ನಡುಟ್ಟ್,O
ಪಂತೊ,O
ಇತ್ತ್ಂಡ,O
ಅವು,O
ಪ್ರತಿಯೊರಿಯಾನ್ಲಾ,B-COM
ನನಾತ್,O
ತೆರಿವೊನಿಯೆರೆ,O
ಎಚ್ಚ,O
ಕಲ್ಪರೆ,O
ಬೊಕ್ಕ,O
ಉತ್ಕೃಷ್ಟ,O
ಮಲ್ಪರೆ,O
ಹೆಚ್ಚುವರಿ,O
ಪ್ರಯತ್ನನ್,O
ಮಲ್ಪರೆ,O
ಪ್ರೇರೇಪಣೆ,O
ಮಲ್ಪುಂಡು.,O
*,O
ಕ್ರೀಡೆ,B-SPT
ಅವಡ್,O
ಅತ್ತಂಡ,O
ಅಧ್ಯಯನ,O
ಅವಡ್,O
ಕಲ್ಪಾರ್ಥಿಲು,O
ಸಾಧಕೆರಾಯೆರೆ,O
ಪ್ರೇರೇಪಣೆ,O
ಮಲ್ಪು,O
ಒಂಜಿ,O
ಮಾರ್ಗ,O
ಆತ್ಂಡ್.,O
*,O
ಕ್ರೀಡೆಡ್,B-SPT
ಪಾಲ್,O
ಪಡೆನಗ,O
ಪ್ರತಿಯೊರಿಡ್ಲಾ,O
ಗೆಂದುನ,O
ಜಬದಾರಿ,O
ಇಪ್ಪುಂಡು.,O
*,O
ಈ,O
ಜಬದಾರಿದ,O
ಪ್ರಜ್ಞೆ,O
ಜೀವನದ,B-COM
ಬೇತೆ,O
ಕ್ಷೇತ್ರಗ್,O
ಪಸರುಂಡು,O
ಪಂದ್,O
ಮುಲ್ಕಿ,B-LOC
ಶಾಂಭವಿ,B-ORG
ಜೇಸೀ,I-ORG
ಟ್ರಸ್ಟ್,I-ORG
ದ,O
Read,O
more…126,O
ಬ್ರಹ್ಮಶ್ರೀ,B-PER
ನಾರಾಯಣ,I-PER
ಗುರುಸ್ವಾಮಿ,I-PER
ಪ್ರಕಾಶನ,O
ಬೊಕ್ಕ,O
ಕುಡ್ಲ,B-ORG
ಚಾರಿಟೇಬಲ್,I-ORG
ಟ್ರಸ್ಟ್,I-ORG
(ರಿ.),I-ORG
*,O
ದ,O
ಒಟ್ಟು,O
ಸೇರಿಗೆಡ್,O
ಆತ್ಮಶಕ್ತಿ,O
ದ್ವಿದಶಮಾನೋತ್ಸವ,O
2023,B-NUM
ಲೇಸ್,B-FUN
ಡಿ.24,B-DATE
ಐತಾರ,O
ಕುದ್ರೋಳಿದ,B-LOC
ಶ್ರೀ,B-ORG
ಗೋಕರ್ಣನಾಥ,I-ORG
ಕ್ಷೇತ್ರದ,O
ಕೊರಗಪ್ಪ,O
ಸಭಾಭವನಡ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಕಂಕನಾಡಿ,B-LOC
ಶ್ರೀ,I-LOC
ಬ್ರಹ್ಮಬೈದರ್ಕಳ,I-LOC
ಗರೋಡಿದ,I-LOC
ಗುರ್ಕಾರೆ,B-ROL
ಚಿತ್ತರಂಜನ್,B-PER
ಕೆ,O
ಮೆರೆಗ್,O
ಆತ್ಮಶಕ್ತಿ,O
ಪ್ರಶಸ್ತಿ,O
ಪುರಸ್ಕಾರ,O
ಮಲ್ಪರೆ,O
ಉಂಡು.,O
*,O
127,B-NUM
ಇರಾ,B-ORG
ಯುವಕ,I-ORG
ಮಂಡಲ,I-ORG
(ರಿ.),I-ORG
*,O
ದ,O
ಸುವರ್ಣ,O
ಮಹೋತ್ಸವ,O
ಡಿ.23,B-DATE
ಬೊಕ್ಕ,O
24,B-NUM
ಕ್ಕ್,O
ಇರಾ,B-ORG
ಯುವಕ,I-ORG
ಮಂಡಲ,I-ORG
(ರಿ.),I-ORG
*,O
ದ,O
ಬಯಲು,O
ರಂಗಮಂದಿರಡ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಮಾತೆರ್ಲಾ,O
ಪಾಲ್,O
ಪಡೆದ್,O
ಲೇಸ್,B-FUN
ನ್,O
ಪೊರ್ಲು,O
ಮಲ್ತ್,O
ದ್,O
ಕೊರೊಡು,O
ಪಂದ್,O
ಇರಾ,B-ORG
ಯುವಕ,I-ORG
ಮಂಡಲ,I-ORG
(ರಿ.),I-ORG
*,O
ದಕುಲು,O
ಲೆಪ್ಪೋಲೆಡ್,O
ತೆರಿಪಾದೆರ್.,O
*,O
128,B-NUM
ಬೈಂದೂರು,B-LOC
ಬೈಂದೂರು,I-LOC
ತಾಲೂಕ್,B-GPE
ರೈತ,O
ಸಂಘ,B-ORG
ಸಾಂಪ್ರದಾಯಿಕ,O
ಕಂಬುಲ,B-ENT
ಸಮಿತಿ,B-ORG
ಬೊಕ್ಕ,O
ಊರುದ,O
ಗ್ರಾಮಸ್ಥೆರೆರ್ದ್,O
ಜ.7,B-DATE
ಕ್ಕ್,O
ಬೈಂದೂರುದ,B-LOC
ಗಂಗನಾಡು,O
ಕೈತಲ್,O
ದ,O
ಕ್ಯಾರ್ತೂರು,O
ಕಂಬುಲ,B-ENT
ಕಂಡಡ್,O
ಕಂಬುಲ,B-ENT
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಕಂಬುಲದ,B-ENT
ಲೆಪ್ಪೋಲೆನ್,O
ಬೈಂದೂರು,B-LOC
ಪ್ರವಾಸಿ,O
ಮಂದಿರಡ್,O
ಬೈಂದೂರು,B-LOC
ಶಾಸಕೆರ್,B-POL
ಗುರುರಾಜ,B-PER
ಗಂಟಿಹೊಳೆ,O
ಬುಡುಗಡೆ,O
ಮಲ್ತೆರ್.,O
*,O
ಅವೆರ್ದ್,O
ಬೊಕ್ಕ,O
ಪಾತೆರಿನ,O
ಆರ್,O
ಕಂಬುಲಲು,B-ENT
ತುಳುನಾಡ್,B-LOC
ದ,O
ಸಾಂಸ್ಕೃತಿಕ,O
ಸಿರಿವಂತಿಕೆನ್,O
ಎಚ್ಚ,O
ಮಲ್ದ್ಂಡ್.,O
*,O
ಅತ್ಯಾಧುನಿಕ,O
ವ್ಯವಸ್ಥೆನ್,O
ಗಲಸುನೆರ್ದ್,O
ಬದಲಾವಣೆದ,O
Read,O
more…129,O
ಮಣಿಪಾಲ,B-LOC
ರೇಡಿಯೊ,O
ಮಣಿಪಾಲ್,B-LOC
ಡ್,O
ಸಂಗೀತ,B-ENT
ಶಿಕ್ಷಕೆರ್,B-ROL
ಕಾವ್ಯಶ್ರೀ,B-PER
ಸೀತಾರಾಮ,I-PER
ಆಚಾರ್ಯ,I-PER
ಕೊಡವೂರು,B-LOC
ನಡಪದ್,O
ಕೊರ್ಪುನ,O
‘ಕಾವ್ಯಗಾನ,O
ಸಂಗೀತ,O
ಪಾಠ,O
ಲೇಸ್,B-FUN
ದ,O
39ನೇ,B-NUM
ಸಂಚಿಕೆ,O
ಡಿ.22,B-DATE
ಸುಕ್ರಾರ,O
ಬಯ್ಯಗ್,O
5.3,B-NUM
ಕ್ಕ್,O
ಪ್ರಸಾರ,O
ಆಪುಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ಡ್,O
ಕಲ್ಪಾರ್ಥಿಯಾದ್,O
ಪುಟಾಣಿ,O
ಅನಘ,B-PER
ಪಾಲ್,I-PER
ಪಡೆಯೆರೆ,O
ಉಲ್ಲೆರ್.,O
*,O
ಡಿ.23,B-DATE
ಸನಿಯಾರ,O
ಮಧ್ಯಾಹ್ನ,O
1.3,B-NUM
ಕ್ಕ್,O
ಕುಡೊರ,O
ಪ್ರಸಾರ,O
ಆಪುಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ನ್,O
ಆಂಡ್ರಾಯ್ಡ್,O
ಫೋನ್,O
ಬೊಕ್ಕ,O
ಮತ್ತು,O
Read,O
more…130,O
ನಿಟ್ಟೆ,B-ORG
ಮಾತೃಜಾ,O
ಸೇವಾ,O
ಸಿಂಧುದಕುಲು,O
2,B-NUM
ಬಡಪತ್ತ್,O
ದ,O
ಕುಟುಂಬಗ್,B-FAM
ಪನವುದ,O
ಸಕಾಯ,O
ಮಲ್ತೆರ್.,O
*,O
ಕಲ್ಲಮುಂಡ್ಕೂರು,B-LOC
ಕುದ್ರಿಪದವ್,I-LOC
ದ,O
4,B-NUM
ವರ್ಷದ,O
ಯಶಿಕಾ,B-PER
ಬೊಕ್ಕ,O
ಕಿನ್ನಿಗೋಳಿದ,B-LOC
6,B-NUM
ತಿಂಗೊಲ್ದ,O
ಬಾಲೆ,O
ಪೂಜಿತ್,B-PER
ಶೆಟ್ಟಿಗಾರ್,I-PER
ನ,O
ವೈದ್ಯಕೀಯ,B-MED
ಚಿಕಿತ್ಸೆಗ್,I-MED
ನಿಟ್ಟೆ,B-ORG
ಮಾತೃಜಾ,O
ಸೇವಾ,O
ಸಿಂಧುದಕುಲು,O
ನಿಧಿ,O
ಸಂಗ್ರಹ,O
ಮಲ್ತೆರ್.,O
*,O
ಈ,O
ಸೇವಾ,O
ಕೂಟ,O
ಶ್ರೀ,O
ಕ್ಷೇತ್ರ,O
ಕಡಂದಲೆ,O
ದೇವಲ್ಯಡ್,O
62522,B-NUM
ರೂ.,O
*,O
ಬೊಕ್ಕ,O
ಶ್ರೀ,O
ಕ್ಷೇತ್ರ,O
ಸೂಡಡ್,O
58433,B-NUM
ರೂ.,O
ಒಟ್ಟು,O
Read,O
more…131,O
ಬೊಂಬೈ,B-LOC
ಕರ್ನಾಟಕ,I-LOC
ಕಾರ್ಯನಿರತ,O
ಪತ್ರಕರ್ತರ,O
ಸಂಘ,B-ORG
(ರಿ.),I-ORG
*,O
ಬೊಕ್ಕ,O
ಕನ್ನಡಿಗ,O
ಪತ್ರಕರ್ತರ,B-ROL
ಸಂಘ,B-ORG
ಮಹಾರಾಷ್ಟ್ರದ,B-LOC
ಒಟ್ಟುಸೇರಿಗೆಡ್,O
ಕರ್ನಾಟಕ,B-LOC
ಮಹಾರಾಷ್ಟ್ರ,I-LOC
ಪತ್ರಕರ್ತರ,B-ROL
ಸಹಮಿಲನ,O
ಬೊಕ್ಕ,O
ಕರ್ನಾಟಕ,B-LOC
ಕಾರ್ಯನಿರತ,O
ಪತ್ರಕರ್ತರ,O
ಸಂಘದ,B-ORG
ಮಹಾರಾಷ್ಟ್ರ,B-LOC
ಘಟಕದ,O
ಉದಿಪನ,O
ಲೇಸ್,B-FUN
ಡಿ.23,B-DATE
ಸನಿಯಾರ,O
ಬೊಂಬೈದ,B-LOC
ಚಕಲಾಅಂಧೇರಿದ,O
ಸ್ವರ್ಗೀಯ,O
ರಾಧಾ,B-PER
ಭೋಜ,I-PER
ಶೆಟ್ಟಿ,I-PER
ಸುರತ್ಕಲ್,B-LOC
ವೇದಿಕೆಡ್,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಈ,O
ಲೇಸ್,B-FUN
ದ,O
ಗುರ್ಕಾರ್ಮೆನ್,O
ಕರ್ನಾಟಕ,B-LOC
ಕಾರ್ಯನಿರತ,O
ಪತ್ರಕರ್ತರ,O
ಸಂಘದ,O
ಗುರ್ಕಾರೆ,O
ಶಿವಾನಂದ,B-PER
ತಗಡೂರು,B-LOC
ಒಯಿಸೊನ್ವೆರ್.,O
*,O
ಕೃಷಿ,O
Read,O
more…132,O
ಕಲ್ಮಂಜ,B-LOC
ಬದಿನೆಡೆ,O
ಗುಂಡ,O
ಶ್ರೀ,O
ಉಳ್ಳಾಯ,O
ಉಳ್ಳಾಲ್ತಿ,O
ದೈವೊಲ್ಯಡ್,O
ಬ್ರಹ್ಮಕಲಶ,B-FUN
ಉಚ್ಚಯದ,O
ನಿಲೆಟ್ಟ್,O
ಜೀರ್ಣೋದ್ಧಾರ,O
ಕಾರ್ಯದ,O
ಪರಿಹಾರ,O
ಪೂಜೆ,B-FUN
ನಡತೊಂದು,O
ಉಂಡು.,O
*,O
ಡಿ.21,B-DATE
ಬೊಕ್ಕ,O
22,B-NUM
ಕ್ಕ್,O
ಬಾಲಾಲಯ,O
ಪ್ರತಿಷ್ಠೆ,O
ಬೊಕ್ಕ,O
ಧಾರ್ಮಿಕ,O
ವಿಧಿ,O
ವಿಧಾನಲು,O
ನಡತ್ಂಡ್.,O
*,O
ಈ,O
ಪೊರ್ತುಡು,O
ದೈವೊದ,O
ಸೇವಾರ್ಥವಾದ್,O
ಹೋಮ,B-FUN
ನಡಪುನಗ,O
ಹೋಮದ,B-FUN
ತೂ,O
ಟ್ಟ್,O
ಕುದುರೆದ,O
ಮಿತ್ತ್,O
ಕುಲ್ಲಿನ,O
ಕಾರ್ಣಿಕ,O
ದೈವ,O
ಶ್ರೀ,O
ಉಳ್ಳಾಯ,O
ತೂಜಿದ್,O
ಬೈದ್ಂಡ್.,O
*,O
ಗ್ರಾಮದ,B-GPE
ಮಸ್ತ್,O
ಕಾರ್ಣಿಕದ,O
ಕ್ಷೇತ್ರ,O
ಪಂದೇ,O
Read,O
more…133,O
ಕುಡ್ಲ,O
ಕುಡ್ಲ,B-LOC
ಯುವವಾಹಿನಿ,I-LOC
(ರಿ.),O
*,O
ಕೇಂದ್ರ,O
ಸಮಿತಿದ,O
36ನೇ,B-NUM
ವಾರ್ಷಿಕ,O
ಸಮಾವೇಶ,O
ಬಂಟ್ವಾಳ,B-LOC
ತಾಲೂಕ್,B-GPE
ದ,O
ಬೆಂಜನಪದವು,B-LOC
ಶುಭಲಕ್ಷ್ಮೀ,O
ಸಭಾಂಗಣಡ್,O
ಡಿ.24,B-DATE
ಐತಾರ,O
ನಡಪರೆ,O
ಉಂಡು.,O
*,O
ಕುದ್ರೋಳಿ,B-LOC
ಗೋಕರ್ಣನಾಥ,B-ORG
ಕ್ಷೇತ್ರದ,I-ORG
ಕೋಶಾಧಿಕಾರಿ,B-ROL
ಗುರುಬೆಳದಿಂಗಳು,O
ಫೌಂಡೇಶನ್,O
ದ,O
ಗುರ್ಕಾರೆ,B-ROL
