Words,NER Tag
ಬಳಸಿಕೊಂಡು,O
ಉಕ್ರೇನ್ನಲ್ಲಿ,B-LOC
ಸೈಬರ್,B-ACD
ದಾಳಿ,O
(,O
ಚಿತ್ರಿತ,B-ENT
),O
.,O
•,O
ಜೂನ್,B-DATE
25,B-NUM
:,O
ಕ್ಯಾಲಿಫೋರ್ನಿಯಾಡ್,B-LOC
ತಯಾರ್,O
ಮಲ್ತಿನ,O
1930,B-NUM
ಮೀಟರ್‌,B-ACD
ಉದ್ಒದದ,I-ACD
ಪಿಜ್ಜಾ,B-GRC
ಗಿನ್ನೆಸ್,B-ACD
ದಾಕಲೆ,I-ACD
ಬೂಕುಗು,I-ACD
ಸೇರ್ಂಡ್,O
.,O
•,O
ಜೂನ್,B-DATE
25,B-NUM
:,O
ಪಾಕಿಸ್ತಾನೊಡು,B-LOC
ಎಣ್ಣೆದ,B-GRC
ಟ್ಯಾಂಕರ್‌,B-TRS
ಸ್ಫೋಟ,I-TRS
:,O
೧೩೦ಗ್,B-NUM
ಹೆಚ್ಚಿಗೆ,O
ಸಾವು,B-FAM
•,O
ಜೂನ್,B-DATE
30,B-NUM
:,O
2,B-NUM
ತಿಂಗಲುಡು,B-DATE
ಮೂಜಿ,O
ಉಪಗ್ರಹೊ,B-ACD
",",O
ಕಕ್ಷೆ,B-ACD
ಸೇರ್‍ನ,O
ಜಿಸ್ಯಾಟ್,B-ACD
–,O
‌17,B-NUM
ಸಂವಹನ,B-ACD
ಉಪಗ್ರಹೊ,I-ACD
•,O
ಕಾರ್ತೆಲ್‍ಡ್,B-DATE
ಬೂತೊಲೆಗ್,B-FUN
ಅಗೆಲ್,I-FUN
ಬಲಸುನೆ,O
•,O
ಗುರುಕಾರ್ನೆರೆಗ್,B-ACD
ಕಾರ್ತಿಂಗೊಲ್ದ,B-DATE
ಅಗೆಲ್,B-FUN
",",O
ಪೆಲಕಾಯಿದ,B-LEF
ಗಾರ್ಯೊ,I-LEF
ಬಲಸುನೆ,O
•,O
ಕಾರ್ತೆಲ್,B-DATE
ಏನೆಲ್,B-LEF
ಬೇಸಾಯೊದ,I-LEF
ತಿಂಗೊಲು,B-DATE
•,O
ಆಟಿ,B-DATE
1,B-NUM
(,O
ಜುಲಾಯಿ,B-DATE
17,B-NUM
),O
-,O
ತಿಂಗೊಲ್ದ,B-DATE
ಉದಯೊ,O
•,O
ಆಟಿ,B-DATE
ಅಮಾಸೆ,B-FUN
ಜುಲಾಯಿ,B-DATE
23,B-NUM
•,O
ಆಟಿ,B-DATE
ಅಮಾಸೆಗ್,B-FUN
ಪಾಲೆದ,B-LEF
ಮರತ,I-LEF
ಕೆತ್ತೆನ್,I-LEF
ಗುದ್ದ್‌ದ್,O
ಮರ್ದ್,B-MED
ಪರ್ಪುನೆ,O
•,O
ಮದಿಮಾಲೆನ್,B-FAM
ಸುರು,O
ಅಪ್ಪೆ,B-FAM
ಇಲ್ಲಗ್,B-FAM
ಆಟಿ,B-DATE
ಕುಲ್ಲೆರೆ,O
ಕಡಪುಡುನೆ,O
•,O
ಸೋಣದ,B-DATE
ಜೋಗಿ,B-PER
ನಲಿಕೆ,B-ACD
೧೯೨೨ಡ್,B-NUM
ಯುನೈಟೆಡ್,B-LOC
ಕಿಂಗ್‌ಡಮ್‍ಡ್,I-LOC
ಬ್ರಿಟಿಶ್,B-ORG
ಬ್ರಾಡ್‍ಕಾಸ್ಟಿಂಗ್,I-ORG
ಕಾರ್ಪೊರೇಶನ್,I-ORG
(ಬಿಬಿಸಿ)ದ,I-ORG
ಸ್ಥಾಪನೆ,O
ಆಯಿನೆ,O
.,O
ಪೋಲೀಸ್,B-ROL
ಹುತಾತ್ಮರೆ,B-POL
ದಿನೊ,B-DATE
೧೯೪೫ಡ್,B-NUM
ಸಂಯುಕ್ತ,B-ORG
ರಾಷ್ಟ್ರ,I-ORG
ಸಂಸ್ಥೆದ,I-ORG
(ವಿಶ್ವಸಂಸ್ಥೆ),I-ORG
ಸ್ತಾಪನೆ,O
.,O
ಟರ್ಕಿ,B-LOC
ಗಣರಾಜ್ಯವಾದ್,B-POL
೧೯೨೩ಡ್,B-NUM
ಮುಸ್ತಫ,B-PER
ಕೆಮಲ್,I-PER
ಅಟಾತುರ್ಕ್,I-PER
ಅಯಿತ,O
ಸುರೂತ,O
ರಾಷ್ಟ್ರಪತಿ,B-ROL
.,O
ವಿಶ್ವ,B-FUN
ಒರಿಪಾಯೊ,I-FUN
/,O
ಮಿತವ್ಯಯೊ,B-FUN
ದಿನೊ,I-FUN
1875,B-NUM
ಸರ್ದಾರ್,B-PER
ವಲ್ಲಭಭಾಯ್,I-PER
ಪಟೇಲ್‍ರೆ,I-PER
ಜಲ್ಮೊದಿನೊ,B-FUN
",",O
೧೯೮೪ದಾನಿ,B-NUM
ಇಂದಿರಾ,B-PER
ಗಾಂಧಿಯೆರ್,I-PER
ಸೈತಿ,B-FAM
ದಿನೊ,B-DATE
.,O
೧೯೫೬ರಲ್ಲಿ,B-NUM
ಕರ್ನಾಟಕ,B-LOC
ರಾಜ್ಯೊದ,B-GPE
ಸ್ಥಾಪನೆದ,O
ಆಚರಣೆ,B-FUN
ಕರ್ನಾಟಕ,B-FUN
ರಾಜ್ಯೋತ್ಸವ,I-FUN
.,O
೧೯೫೭ರಲ್ಲಿ,B-NUM
ಬಾಹ್ಯಾಕಾಶ,B-ACD
ತಲುಪಿದ,O
ಮೊದಲ,O
ಜೀವಿಯಾದ,B-LEF
ಲೈಕಾ,I-LEF
ನಾಯಿಯನ್ನು,I-LEF
ಹೊತ್ತ,O
ಸೋವಿಯೆಟ್,B-ORG
ಒಕ್ಕೂಟದ,I-ORG
ಸ್ಪುಟ್ನಿಕ್,I-ORG
2,B-NUM
ಗಗನನೌಕೆದ,B-ACD
ಉಡಾವಣೆ,O
.,O
೧೯೧೭ಡ್,B-NUM
ವ್ಲಾಡಿಮಿರ್,B-PER
ಲೆನಿನ್,I-PER
ನೇತೃತ್ವೊಡ್,O
ರಷ್ಯಾ,B-LOC
ಕ್ರಾಂತಿದ,B-POL
ಆರಂಬೊ,O
.,O
ಕಥಕ್,B-ACD
ಶಾಸ್ತ್ರೀಯ,I-ACD
ನೃತ್ಯಗಾತಿ,I-ACD
ಸಿತಾರಾದೇವಿ,B-PER
ಆರೆನ,O
ಜನ್ಮದಿನೊ,B-FUN
.,O
ಚಲನಚಿತ್ರ,B-ENT
ಬುಕ್ಕೊ,O
ರಂಗ,B-ENT
ನಟ,B-ROL
ಶಂಕರನಾಗ್,B-PER
ಆರೆನ,O
ಜನ್ಮದಿನೊ,B-FUN
.,O
ಅನಸೂಯಾ,B-PER
ಸಾರಾಭಾಯಿ,I-PER
ಆರೆನ,O
ಜನ್ಮದಿನೊ,B-FUN
.,O
ಮಕ್ಕಳ,B-FUN
ದಿನಾಚರಣೆ,I-FUN
(,O
ಜವಾಹರಲಾಲ್,B-PER
ನೆಹರು,I-PER
ಆರೆನ,O
ಜನ್ಮದಿನೊ,B-FUN
),O
.,O
1,B-NUM
.,O
ವಿಶ್ವ,B-FUN
ಮೂರ್ಛೆ,I-FUN
ರೋಗ,I-FUN
ದಿನ,I-FUN
.,O
2,B-NUM
ಬಾರತೊದ,B-LOC
ಚಲನಚಿತ್ರೊ,B-ENT
ರಂಗೊದ,I-ENT
ದಿಗ್ಗಜ,B-ROL
ವಿ.,B-PER
(,O
ಶಾಂತಾರಾಂ,I-PER
ರಾಜಾರಾಂ,I-PER
ವಂಕುದ್ರೆ,I-PER
),O
ಆರೆನ,O
ಜನ್ಮದಿನೊ,B-FUN
.,O
೧೮೫೯ರಲ್ಲಿ,B-NUM
ಜೀವವಿಕಾಸವಾದನ್,B-ACD
ಗೋಷಣೆ,O
ಮಲ್ತಿನ,O
ಚಾರ್ಲ್ಸ್,B-PER
ಡಾರ್ವಿನ್,I-PER
ಆರೆನ,O
ದ,B-ACD
ಆರಿಜಿನ್,I-ACD
ಆಫ್,I-ACD
ಸ್ಪೀಶೀಸ್,I-ACD
ಬೂಕುದ,I-ACD
ಪ್ರಕಟಣೆ,O
.,O
೧೯೯೨ಡ್,B-NUM
ಚೆಕೊಸ್ಲೊವೇಕಿಯಾ,B-LOC
ಪುಡಾದ್,O
ಚೆಕ್,B-LOC
ಗಣರಾಜ್ಯ,I-LOC
ಬುಕ್ಕೊ,O
ಸ್ಲೊವಾಕಿಯ,B-LOC
ದೇಸೊ,B-GPE
ಆಂಡ್,O
•,O
ನಿಕ್ಲೆನ,O
ಸಲಹೆ,O
",",O
ಪಟ್ಟಾಂಗೊ,B-ACD
ಬುಕ್ಕೊ,O
ಅಭಿಪ್ರಾಯೊಲು,O
ಒವ್ವೇ,O
ಪುಟೊ,B-ACD
ಅತ್ತಂಡ,O
ಟೆಂಪ್ಲೇಟ್‌ಗ್,B-ACD
ಸಂಬಂಧಿಸಾದ್,O
ಇತ್ತ್ಂಡ,O
ಅವ್ವೇ,O
ಪುಟೊಡು,B-ACD
ಪಟ್ಟಾಂಗೊ,B-ACD
ಪುಟೊನು,I-ACD
ಗಲಸ್‍ಲೆ,O
.,O
ಉಂದು,O
ತುಳು,B-ACD
ವಿಕಿಪೀಡಿಯೊದ,I-ACD
ಕಾರ್ಯೊನೀತಿಲೆನ,B-POL
ಬಗೆಟ್,O
",",O
ತಾಂತ್ರಿಕ,B-ACD
ದೋಸೊಲೆನ,I-ACD
ಬಗೆಟ್,O
",",O
ಅಂಚನೆ,O
ಕೆಲಸೊ,B-ACD
ಕಾರ್ಯೊಲೆನ,I-ACD
ಬಗೆಟ್,O
ಪಟ್ಟಾಂಗ,I-ACD
ಪಾಡುನ,O
ಮೀಚಿಲ್,O
ಪುಟೊ,B-ACD
•,O
ಸಾದ್ಯೊ,O
ಆಯಿನಾತ್,O
ಲೇಕನೊಲೆಗ್,B-ACD
ಸಂಬಂದಿಸಯಿನ,O
ಪಟ್ಟಾಂಗೊಲೆನ್,B-ACD
ಅವ್ವೇ,O
ಲೇಕನೊದ,B-ACD
ಪಟ್ಟಾಂಗೊ,I-ACD
ಪುಟೊಡು,I-ACD
ಸೇರಾಲೆ,O
•,O
ಅವ್ವೇ,O
ಲೇಕನೊದ,B-ACD
ಪಟ್ಟಾಂಗೊ,I-ACD
ಪುಟೊಡು,I-ACD
ಲೇಕನೊಗು,I-ACD
ಸೇರಾಯರ,O
ಬೋಡಾಯಿನ,O
ಮಾಹಿತಿದ,B-ACD
ಬಗೆಟ್,O
ಅಯಿತ,O
ಮಿತ್ತ್‌ಡ್,O
ಆವೊಡಾಪುನ,O
ಬೇಲೆದ,B-ACD
ಬಗೆಟ್,O
ಬರೆದ್,O
ದೀಡ್‍ಲೆ,O
•,O
ಇತ್ತೇ,O
ಇಪ್ಪುನ,O
ಟೆಂಪ್ಲೇಟ್‌ಲೆನ್,B-ACD
ಸಾದ್ಯೊ,O
ಆಯಿನಾತ್,O
ಗಲಸ್‍ಲೆ,O
.,O
ಪೊಸ,O
ಟೆಂಪ್ಲೇಟ್‍ಲೆನ್,B-ACD
ಸೇರಾಪುನೆಡ್ದ್,O
ದುಂಬು,O
ಒರೊ,O
ನಾಡ್‍ದ್,O
ತೂಲೆ,O
•,O
ಇಸೇಸೊ,O
ಪುಟೊಲೆನ್,B-ACD
ಸಾದ್ಯೊ,O
ಆಯಿನಾತ್,O
ಗಲಸ್‍ಲೆ,O
•,O
ಚಿತ್ರೊಲೆನ್,B-ENT
ಅಪ್ಲೋಡ್,B-ACD
ಮಲ್ಪುನ,O
ಬಗೆಟ್,O
ವಿಕಿಪೀಡಿಯ,B-ACD
ಪಾಲಿಸಿಲೆನ್,I-ACD
(‌,O
ಕಾರ್ಯೊನೀತಿಲೆನ್,B-POL
),O
ತಯಾರ್,O
ಮಲ್ಪೊಡಾತೆ,O
.,O
ಇಂಗ್ಲಿಸ್,B-ACD
ವಿಕಿಪೀಡಿಯೊಡ್ದ್,I-ACD
ಚಿತ್ರೊಗಾತ್ರೊ,B-ENT
ಇಪ್ಪುನ,O
ಲೈಸೆನ್ಸ್‌ಲೆನ,B-ACD
ಟೆಂಪ್ಲೇಟ್‌ಲೆನ್,I-ACD
ತುಳು,B-ACD
ವಿಕಿಪೀಡಿಯೊಡು,I-ACD
ನಕಲ್,B-ACD
ಮಲ್ಪೊಡು,O
.,O
ಆಸಕ್ತಿ,O
ಇತ್ತಿನಕುಲು,O
ದುಂಬುಗು,O
ಬತ್ತ್‌ದ್,O
ಪಾಲ್ಪಡೆವೊನ್ಲೆ,O
.,O
ತುಳು,B-ACD
ವಿಕಿಪೀಡಿಯನು,I-ACD
ಬುಳೆಪ್ಪಾಯೆರೆ,O
2016,B-NUM
ಜುಲೈಡ್ದ್,B-DATE
2017,B-NUM
ಜೂನ್,B-DATE
ದಿಂಜಿದ,O
ಸಮಯೊಡ್,B-DATE
ದಾದ,O
ಮಾತ,O
ಮಲ್ಪೊಲಿ,O
ಪಂಡ್‍ದ್,O
ಒಂಜಿ,O
ಯೋಜನೆ,B-ACD
ಆದ್,O
ಅಯಿನ್,O
ಮೂಲ್,O
ದೀದ್ಂಡ್,O
.,O
ನಿಕ್‍ಲ್ಮಾತ,O
ಅಯಿನ್,O
ತೂದ್,O
ನಿಕ್ಲೆನ,O
ಅಭಿಪ್ರಾಯ,O
ಪಣೊಡ್,O
.,O
ತುಳುವಿಕಿಪೀಡಿಯತ,B-ACD
CISದ,O
ಯೋಜನೆ,I-ACD
ವ್ಯವಸ್ಥಿತವತೆ,O
ಉಂಡು,O
•,O
ತುಳು,B-ACD
ಪಂಡ,O
ಅವ್ವು,O
ಬಜಿ,O
ಭಾಷೆ,B-ACD
ಅತ್ತ್,O
ಜೊತೆಟ್,O
ಸಂಸ್ಕೃತಿ,B-ACD
ಅಯಿಟ್,O
ಉಪ್ಪಿ,O
ಬಾಯಿಪಾತೆರೋದ,O
ಸಾಹಿತ್ಯ,B-ACD
ಮಸ್ತ್,O
ಉಂಡು,O
",",O
ಪಾರ್ದಾನ,B-ACD
",",O
ನುಡಿ,B-ACD
",",O
ಎದುರುಕತೆಕುಲು,B-ACD
",",O
ಕಥೆಕುಲು,B-ACD
",",O
ದೈವಿ,B-ROL
ಪುರುಷೆರ್ನ,I-ROL
ಕಥೆಕುಳು,B-ACD
",",O
ಆಚರಣೆ,B-FUN
",",O
ಪದ್ಧತಿ,B-FAM
",",O
ಪರ್ಬೋ,B-FUN
",",O
ನಂಬಿಕೆಲೇನ,O
ಬಗೆಟ್,O
",",O
ಅವ್ವು,O
ಅವ್ವು,O
ಬರ್ಪಿ,O
ಸಂದರ್ಬೋಟ್ಟು,B-DATE
ತುಳು,B-ACD
ವಿಕೀ,I-ACD
EDIT,O
-,O
A,O
-,O
THONS,O
ಮನ್ಪೊಡು,O
•,O
ಕನ್ನಡ,B-ACD
ದಿನಪತ್ರಿಕೆಳು,I-ACD
ತುಳುಕ್ಲ,B-ACD
ವಾರೋಟೋರ,B-DATE
ಲೇಕನೋಗ್,B-ACD
ಜಾಗ,B-LOC
ದಿಪೋ,O
",",O
ಅಯಿಟ್,O
ತುಳು,B-ACD
ವಿಕಿಟ್,I-ACD
ಉಪ್ಪಿ,O
ಲೆಕನೋಲೆನ್,B-ACD
ಪಾಡುತ್,O
ಜನೊಕುಲೆಗ್,B-COM
",",O
ಜೋಕುಲೆಗ್,B-FAM
ತೆರಿಪಪುನ,O
•,O
ತುಳು,B-ACD
ಪತ್ರಿಕೆ,I-ACD
",",O
ಮ್ಯಾಗಜಿನ್‍ಟ್,B-ACD
ಬತ್ತಿ,O
ಲೆಕನೋಲೆನ್,B-ACD
ತುಳು,I-ACD
ವಿಕೀಡ್,I-ACD
ಪಾಡ್ಯರ,O
ಕೆನೋನುನಾ,O
.,O
•,O
ಕುಡ್ಲ,B-ENT
ಆಕಾಶವಾಣಿಟ್ಲ,I-ENT
ಮಸ್ತ್,O
ತುಳು,B-ACD
ಸಂಬಂಧಿ,O
ಜಾನಪದ,B-ACD
",",O
ಸಾಹಿತ್ಯ,B-FUN
ಕಾರ್ಯಕ್ರಮೋ,I-FUN
",",O
ರೆಕಾರ್ಡಿಂಗ್,B-ACD
ಉಂಡು,O
ಆಯಿನ್,O
ಅಕುಲೇಡ,O
ದೆತ್ಹೊಂತ್,O
ವಿಕಿಗ್,B-ACD
ಪಾಡುನಾ,O
.,O
•,O
ತುಳು,B-ACD
ವಿಕಿ,I-ACD
ಸೇರ್ಸಪುನ,O
ತಿದ್ದುನ,B-ACD
ಕೆಲಸ,I-ACD
",",O
ದಿನಲೊ,B-DATE
ನಡಪೋಡು,O
ಅಯಿಕ್,O
ಬೋಡಾಥ್,O
ಪ್ರತಿ,O
ವಾರ,B-DATE
ನಮ,O
ತುಳುನಾಡ್‍ಟ್,B-ACD
ಕಡಿಮೆ,O
ಒಂಜಿ,O
ಕಾರ್ಯಕ್ರಮ,B-FUN
ನಡಪೋಡು,O
.,O
ಮುಲ್ಪ,O
ಇಪ್ಪುನ,O
ಸಂಸ್ಥೆಳು,B-ORG
ಕಡಿಮೆ,O
ಪಂಡ,O
ಒಂಜಿ,O
ಕಾರ್ಯಗಾರ,B-ROL
ಮನ್ಪಪುನಂಚ,O
ಮಾನ್ಪೋಡು,O
.,O
ಮಸ್ತ್,O
ಕಂಪ್ಯೂಟರ್ತಾ,B-ACD
ವ್ಯವಸ್ಥೆಗ್,I-ACD
ಬೋಡಾತ್,O
ಮಲ್ಲ,O
ಇಂಜಿನಿಯರಿಂಗ್,B-ACD
ಕಾಲೇಜಿಟ್,I-ACD
ಮಾನ್ತುಂಡ,O
ಯೆಡ್ದೆ,O
.,O
•,O
ಇತ್ತೆ,O
ಉಪ್ಪಿ,O
ಮಾಂತ,O
ಸದಸ್ಯೆರೆಗ್ಲ,B-ROL
ಅಕುಲೆನ,O
ಕೈತಳ್ತಾ,O
ಮಲ್ಲ,O
ವಿದ್ಯಾ,B-ORG
ಸಂಸ್ಥೆಗ್,I-ORG
(,O
ಕಂಪ್ಯೂಟರ್,B-ACD
ಇಂಟರ್ನೆಟ್,I-ACD
ಉಪ್ಪಿ,O
),O
ಪೋದ್,O
ಅವುಲು,O
ಗುರಿಕಾರೆರ್ಡ,B-ROL
ಪಾತೆರ್ದು,O
ಒಂಜಾಥ್,O
ಜೋಕುಲೆನ್,B-FAM
ಒಟ್ಟು,O
ಮನ್ಥಥ್,O
ಕಾರ್ಯಕ್ರಮ,B-FUN
ಮನ್ಪುನಾ,O
.,O
ಉಂದು,O
ಪ್ರತಿ,O
ಸದಸ್ಯನ,B-ROL
ಜವಾಬ್ದಾರಿ,O
ಜಾಸ್ತಿ,O
ಮಾನ್ಪುಂಡು,O
.,O
•,O
ಆಧಾರೊಗ್,B-ACD
ಬೋಡಯಿನ,O
ಬೂಕು,B-ACD
",",O
ವಿಷಯೋನ್,B-ACD
ತುಳು,B-ORG
ಸಾಹಿತ್ಯ,I-ORG
ಅಕಾಡೆಮಿತ್,I-ORG
ಡಿಜಿಟೈಜ್,B-ACD
ಮಂತ್ಹ್ಥ್,O
archieve,O
ಪಡ್ಯಾರ,O
ಬೊಡಾಪಿ,O
ವ್ಯವಸ್ಥೆ,B-ACD
ಮನ್ಪಿನ,O
.,O
•,O
ಲೇಕನೋ,B-ACD
",",O
ಪಟ,B-ENT
",",O
ವೀಡಿಯೊ,B-ENT
ತುಳು,B-ACD
ವಿಕೀ,I-ACD
",",O
ವಿಕೀ,B-ACD
ಕಾಮನ್ಸ್ಗ್,I-ACD
ಸೇರ್ಸಯರಗತ್ರ,O
ಇನಾಮು,B-ACD
ದೀತ್,O
ಪಂಥ,B-ACD
ದೀಪುನಾ,O
.,O
ಉಂದೇ,O
ತರಾ,O
ಒಂಜಾಥ್,O
ಸ್ಪರ್ದೆ,B-ACD
ಸುರು,O
ಅತ್,O
ಎಡ್ಡೆ,O
ಲೇಕನ,B-ACD
ಮಸ್ತ್,O
ಪಟೊಕ್ಲು,B-ACD
ಸೇರುವೋ,O
.,O
•,O
ವಿಕಿ,B-ACD
ತಕುಲೆಡ,O
ಒರಿ,O
ತುಳುಕತ್ರ,B-ROL
ಮತ್ರ,O
ಬೆನ್ಪಿ,O
ಜವ್ವನನ್,B-FAM
ಕೇನೋಡು,O
.,O
•,O
ತುಳು,B-ACD
ವಿಕಿ,I-ACD
ಕಾರ್ಯಕ್ರಮ,B-FUN
ಕುಡ್ಲ,B-LOC
ಬುಡುತ್,O
ತುಳುವೆರ್,B-COM
ಜಾಸ್ತಿ,O
ಉಪ್ಪಿನ,O
ಬೆಂಗಳೂರು,B-LOC
",",O
ಬೊಂಬಾಯಿಟ್ಲ,B-LOC
ಅವೋಡು,O
.,O
•,O
ಕಂಪ್ಯೂಟರ್,B-ACD
ಜ್ಞಾನ,I-ACD
ಉಪ್ಪಿ,O
ಯುವಕ,B-ORG
ಮಂಡಲ,I-ORG
",",O
ಸಂಘೋ,B-ORG
",",O
ಜೋಕುಲೆನ,B-FUN
ಒಕ್ಕೂಟ,I-FUN
",",O
ಕಾಲೇಜ್,B-ACD
ಮಂತ,O
ಅಕುಲೆನ,O
ಕಾರ್ಯಕ್ರಮತೊಟ್ಟು,B-FUN
ತುಳು,B-ACD
ವಿಕಿದ,I-ACD
ಬಗೆಟ್ಲ,O
ಒಂಜಥ್,O
ಕಾರ್ಯಕ್ರಮ,B-FUN
ಮನ್ಪ್ಯರ,O
ಸಲಹೆ,O
ಕೊರ್ಪುನ,O
.,O
•,O
ಮಾಂತಾ,O
ಕಾಲೇಜ್ಗ್,B-ACD
ಪೊತ್,O
ವಿಕಿದ,B-ACD
ಬಗೆಟ್,O
ನಾಲ್,O
ಪಾತೆರ್ನೋ,O
.,O
16,B-NUM
-,O
೧೭ನೇ,B-NUM
ವರ್ಷೊದ,B-DATE
ಕಾರ್ಯಕ್ರಮೊಡು,B-FUN
ತುಳುವಿಕಿಪೀಡಿಯನ್,B-ACD
CISದಕುಲು,O
ಯೋಜನೆದ,B-ACD
ಉಲಾಯಿಡ್,O
ಸೇರಾವೊನ್‍ನ,O
ಎಡ್ಡೆ,O
ಬೇಲೆ,B-ACD
.,O
ತುಳು,B-ACD
ವಿಕಿಪೀಡಿಯೊ,I-ACD
ಆಯಿನಾತ್,O
ಬೇಕೊ,O
ಇನ್ಕ್ಯುಬೇಟರ್‍ಡ್ದ್,B-ACD
ಪಿದಯಿ,O
ಬರ್ಪುನಂಚನೆ,O
ಆವೊಡುಂದು,O
ಪುನೆವೊಂದುಲ್ಲೊ,O
.,O
ಅವು,O
ಲೈವ್,B-ACD
ಆಂಡ,O
ಅಯಿಡ್ದ್,O
ಬುಕ್ಕೊ,O
ಮಸ್ತ್,O
ಬೇಲೆ,B-ACD
ಇಪ್ಪುಂಡು,O
.,O
ಅಯಿಕ್,O
ಸಮುದಾಯೊ,B-COM
ಪಂತೊ,I-COM
ಕಟ್ಟ್‌ದ್,O
ಬೇಲೆ,B-ACD
ಮಲ್ಪೊಡಾಪುಂಡು,O
.,O
ಅಂಚಾದ್,O
ಪವನಜೆರ್,B-ROL
ಕೊರ್‍ನ,O
ಯೋಜನಾ,B-ACD
ವರದಿ,I-ACD
ಎಡ್ಡೆ,O
ಉಂಡು,O
.,O
ತುಳುಕಾತ್ರೊ,B-ACD
CIS,O
ಈತೊಂಜಿ,O
ಬೆನೊಂದುಂಡು,O
.,O
ಸರಕಾರೊಲಾ,B-ORG
ತುಳುನು,B-ACD
ಕರ್ನಾಟಕೊದ,B-LOC
ಅದಿಕೃತ,B-ACD
ಬಾಸೆಂದ್,I-ACD
ಗುರುತಿಸಂಡ,O
ತುಳುತ,B-ACD
ಬುಲೆಚಿಲ್‍ಗ್,O
ನಾನಾತ್,O
ಸಾಮರ್ತ್ಯೊ,O
ಬರ್ಪುಂಡು,O
.,O
ತಾರೀಕ್,B-DATE
20ದಾನಿ,B-NUM
ಸನಿಯಾರೊ,B-DATE
ಮದ್ಯಾನ್ನೊ,I-DATE
1,B-NUM
ಗಂಟೆಡ್ದ್,B-DATE
ಶ್ರೀ,B-ORG
ರಾಮಕೃಷ್ಣ,I-ORG
ಪದವಿ,I-ORG
ಪೂರ್ವ,I-ORG
ಕಾಲೇಜ್‍ಡ್,I-ORG
ತುಳು,B-ACD
ವಿಕಿಪೀಡಿಯೊಗು,I-ACD
ಲೇಕನೊ,B-ACD
ಪಾಡುನೆನ್,O
ಪಂಡ್‍ದ್,O
ಕೊರ್ಪುನ,O
ಲೇಸ್,B-FUN
ಉಂಡು,O
.,O
ಬರ್ಪುನಕುಲು,O
ನಿಕ್ಲೆನ,O
ಪುದರ್‍ನ್,B-ACD
ಮುಲ್ಪ,O
ಸೇರಾಲೆ,O
.,O
ತುಳು,B-ACD
ವಿಕಿಪೀಡಿಯ,I-ACD
ಲೈವ್,I-ACD
ಆಯಿನ,O
ಬಗೆಟ್,O
ಈ,O
ಪುಟೊಟು,B-ACD
ಸದ್ಯಗ್,O
ಒವ್ವೇ,O
ಬರವುಲಾ,B-ACD
ಇಜ್ಜಿ,O
",",O
ಈರ್,O
ಬೇತೆ,O
ಪುಟೊಟು,B-ACD
ಈ,O
ಲೇಕನೊನು,B-ACD
ನಾಡೊಲಿ,O
ಸಂಬಂದೊ,O
ಇತ್ತಿನ,O
ದಾಕಲೆನ್,B-ACD
ನಾಡ್‍ಲೆ,O
",",O
ಈ,O
ಪುಟೊನು,B-ACD
ಸಂಪೊಲಿಪೊಲಿ,O
.,O
೨೦೧೭ನೆ,B-NUM
ಇಸವಿಡ್,B-DATE
ನಡತ್‍ನಂಚಿನ,O
ಬುಕ್ಕೊ,O
ನಡಪುನಂಚಿನ,O
ದಿನೊ,B-DATE
ನಿಕ್ಲ್,O
ಬರ್ಪರ್ಂಡ,O
ಮುಲ್ಪ,O
ನಿಕ್ಲೆನ,O
ಒಪ್ಪಿಗೆ,O
ಕೊರ್‌ಲೆ,O
.,O
ಜಿಲ್ಲೆಡ್,B-GPE
ಕೋವಿಡ್,B-MED
19,B-NUM
ಸಾಂಕ್ರಮಿಕ,B-MED
ರೋಗನ್,I-MED
ಎದುರಿಸಾಯರೇ,O
ಬೋಡಾಯಿನ,O
ವೈದ್ಯಕೀಯ,B-MED
ಪರಿಕರಲೆನ್,I-MED
ಪಾಡ್ಯರೆ,O
ಈ,O
ಅನುದಾನ,B-ACD
ಉಪಯೋಗ,O
ಮಲ್ಪರೆ,O
ಸೂಚನೆ,B-ACD
ಕೊರ್ತೆರ್,O
.,O
ಕರ್ನಾಟಕ,B-LOC
",",O
ಪಂಜಾಬ್,B-LOC
",",O
ಬಿಹಾರ್,B-LOC
ಬೊಕ್ಕ,O
ಉತ್ತರಾಖಂಡ,B-LOC
ರಾಜ್ಯದ,B-GPE
ಪರಿಸ್ಥಿತಿದ,B-ACD
ಬಗ್ಗೆ,O
ಆ,O
ರಾಜ್ಯದ,B-GPE
ಮುಖ್ಯಮಂತ್ರಿನಕ್ಲೆನೊಟ್ಟಿಗೆ,B-ROL
ಪ್ರಧಾನಿ,I-ROL
ನರೇಂದ್ರ,B-PER
ಮೋದಿ,I-PER
ಕೋಡೆ,B-DATE
ಪಾತೆರ,O
ಕತೆ,O
ನಡಪಾದೆರ್,O
.,O
ಕರಿನ,O
ಕೆಲವು,O
ದಿನರ್ದ್,B-DATE
ರಾಜ್ಯದ,B-GPE
ಮುಖ್ಯಮಂತ್ರಿಲು,B-ROL
ಬೊಕ್ಕ,O
ಕೇಂದ್ರಾಡಳಿತ,B-LOC
ಪ್ರದೇಶದ,B-GPE
ಗವರ್ನರ್,B-ROL
ನಕ್ಲೆನೊಟ್ಟಿಗೆ,O
ಪ್ರಧಾನಿ,B-ROL
ಮೋದಿ,B-PER
ಕೋವಿಡ್,B-MED
